transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry
TXN00528,CUST0026,Kavya Nair,2051.75,INR,Debit Card,2026-08-30 22:45:32,Success,,Regular Customer,0,Regular,
TXN00588,CUST0131,Pooja Patel,1252.11,INR,Credit Card,2026-08-30 22:58:21,Success,,Occasional Buyer,0,Regular,
TXN00585,CUST0160,Riya Mehta,2208.41,INR,UPI,2026-08-30 23:51:52,Success,,Regular Customer,0,Regular,
TXN00114,CUST0043,Shreya Pillai,7744.85,INR,Debit Card,2026-08-31 03:08:19,Success,,Regular Customer,0,Regular,
TXN00098,CUST0149,Kavya Kulkarni,1050.09,INR,Credit Card,2026-08-31 04:33:14,Success,,New Customer,0,New,
TXN00645,CUST0108,Meera Bose,774.76,INR,UPI,2026-08-31 07:28:11,Success,,Occasional Buyer,0,New,
TXN00523,CUST0105,Swati Sharma,603.31,INR,UPI,2026-08-31 08:08:12,Success,,New Customer,0,New,
TXN00258,CUST0095,Rohan Chowdhury,587.22,INR,UPI,2026-08-31 08:39:38,Success,,Occasional Buyer,0,New,
TXN00634,CUST0035,Preeti Sharma,1580.06,INR,Debit Card,2026-08-31 09:00:55,Failed,Insufficient Funds,Occasional Buyer,3,Regular,0.0
TXN00206,CUST0186,Meera Patel,511.48,INR,Netbanking,2026-08-31 18:33:13,Success,,Occasional Buyer,0,New,
TXN00039,CUST0030,Riya Kapoor,962.46,INR,UPI,2026-08-31 23:15:40,Success,,Regular Customer,0,Regular,
TXN00304,CUST0178,Siddharth Rao,2795.32,INR,UPI,2026-09-01 01:16:11,Success,,Loyal Customer,0,Regular,
TXN00515,CUST0183,Sneha Menon,1455.02,INR,Debit Card,2026-09-01 01:50:24,Success,,Occasional Buyer,0,Regular,
TXN00467,CUST0175,Siddharth Kapoor,1297.9,INR,Debit Card,2026-09-01 02:35:24,Success,,New Customer,0,New,
TXN00207,CUST0215,Suresh Pillai,1222.95,INR,UPI,2026-09-01 02:38:01,Success,,New Customer,0,New,
TXN00333,CUST0064,Varun Verma,2083.27,INR,UPI,2026-09-01 04:33:14,Failed,Bank Server Issue,New Customer,0,Regular,0.0
TXN00383,CUST0046,Sneha Singh,621.33,INR,Wallet,2026-09-01 08:18:32,Success,,New Customer,0,Regular,
TXN00148,CUST0099,Riya Joshi,406.56,INR,Wallet,2026-09-01 10:12:37,Failed,Expired Card,New Customer,1,New,0.0
TXN00474,CUST0135,Meera Chowdhury,4237.72,INR,Netbanking,2026-09-01 18:30:19,Success,,Loyal Customer,0,Regular,
TXN00447,CUST0123,Preeti Desai,1118.74,INR,UPI,2026-09-01 19:42:52,Failed,Card Declined,New Customer,0,New,0.0
TXN00299,CUST0175,Siddharth Kapoor,1462.23,INR,Debit Card,2026-09-02 04:59:12,Success,,New Customer,0,New,
TXN00309,CUST0039,Sanjay Nair,2699.72,INR,UPI,2026-09-02 05:45:24,Failed,Card Declined,Loyal Customer,3,Regular,1.0
TXN00167,CUST0107,Nisha Mehta,3140.49,INR,Credit Card,2026-09-02 06:18:45,Success,,Loyal Customer,0,Regular,
TXN00491,CUST0175,Siddharth Kapoor,893.56,INR,UPI,2026-09-02 12:02:31,Success,,New Customer,0,New,
TXN00187,CUST0077,Meera Mehta,1192.66,INR,Credit Card,2026-09-03 01:35:28,Failed,Insufficient Funds,Occasional Buyer,1,New,0.0
TXN00391,CUST0215,Suresh Pillai,523.72,INR,Debit Card,2026-09-04 00:22:38,Failed,Network Failure,New Customer,2,New,0.0
TXN00211,CUST0066,Neha Patel,1264.63,INR,Debit Card,2026-09-04 00:27:12,Success,,New Customer,0,New,
TXN00354,CUST0175,Siddharth Kapoor,815.69,INR,Credit Card,2026-09-04 00:41:19,Success,,New Customer,0,New,
TXN00233,CUST0187,Kunal Mehta,5556.85,INR,Wallet,2026-09-04 13:00:26,Success,,Occasional Buyer,0,Premium,
TXN00227,CUST0102,Amit Reddy,2070.1,INR,UPI,2026-09-04 20:06:47,Success,,Loyal Customer,0,Regular,
TXN00004,CUST0202,Varun Mehta,2239.07,INR,Credit Card,2026-09-04 22:28:39,Success,,New Customer,0,New,
TXN00267,CUST0169,Kiran Singh,2390.95,INR,Credit Card,2026-09-05 07:33:25,Success,,New Customer,0,New,
TXN00649,CUST0049,Abhishek Kulkarni,1759.85,INR,UPI,2026-09-05 09:13:24,Success,,Regular Customer,0,Regular,
